feature_name,group,usage_count
loc_bb_channel_pos_48,location,5
loc_swing_range_pos_24,location,5
return_autocorr_48,regime,5
range_24h_pct,regime,5
dist_prior_day_high,location,4
rv_24h,regime,4
dist_rolling_7d_high,location,4
rolling_range_20,regime,4
range_expansion_ratio,regime,4
loc_bb_channel_pos_24,location,4
dist_vwap_atr,location,4
prior_volatility,regime,4
prior_range,regime,4
mkt_ret_eq_24h,regime,4
market_dispersion_4h,regime,4
loc_prev_day_range_pos_24,location,4
loc_prev_day_range_pos_48,location,4
market_breadth_4h,regime,4
loc_prev_week_range_pos_48,location,4
dist_prior_day_low,location,4
atr_compression_ratio,regime,4
dist_ma100_atr,location,4
direction_entropy_20,regime,4
spectral_entropy_ret_24,regime,4
zscore_price_200,location,4
volume_autocorr_48,regime,4
volatility_ratio_short_long,regime,4
variance_ratio_10_48,regime,4
up_down_semivol_ratio_tanh,regime,4
symbol_minus_mkt_ret_24h,regime,4
xasset_mkt_ob_stress,regime,4
loc_vwap_dev_z_48,location,3
xasset_mkt_depth_z,regime,3
mark_index_basis,regime,3
loc_vwap_dev_z_24,location,3
mark_index_basis_z,regime,3
loc_swing_range_pos_48,location,3
xasset_mkt_spread_bps,regime,3
perp_index_basis_z,regime,3
volume_zscore_48h,regime,3
volume_trend_48,regime,3
perp_index_basis,regime,3
volume_percentile,regime,3
volume_entropy_24,regime,3
pullback_depth,location,3
realized_volatility_24h,regime,3
up_down_return_mass_ratio_tanh,regime,3
true_range_percentile,regime,3
amihud_illiq,regime,3
loc_session_pos_24,location,3
loc_session_pos_48,location,3
ema50_slope,regime,3
distance_to_ema,location,3
dist_weekly_vwap,location,3
dist_local_swing,location,3
dist_ema_fast,regime,3
dist_ema50_atr,location,3
dist_ema20_atr,location,3
dist_ema200_atr,location,3
cs_rank_ret_24h,regime,3
compression_score,regime,3
compression_ratio,regime,3
choppiness_index_20,regime,3
bollinger_band_width,regime,3
basis_vol,regime,3
basis_stretch,regime,3
basis_pct,regime,3
bars_in_high_vol_state_log_norm,location,3
atr_percentile,regime,3
ema20_slope_5h,regime,3
efficiency_ratio_20,regime,3
zscore_price_50,location,3
loc_ema_stack_pos_48,location,3
loc_pullback_depth_48,location,3
loc_pullback_depth_24,location,3
loc_prev_week_range_pos_24,location,3
loc_pivot_ladder_pos_48,location,3
loc_initial_balance_pos_24,location,3
loc_initial_balance_pos_48,location,3
loc_ema_stack_pos_24,location,3
ob_spread_z_24h,regime,2
loc_range_pos_24,location,2
loc_pivot_ladder_pos_24,location,2
ob_depth_usd_l20_z,regime,2
ema_slope_norm,regime,2
trend_acceleration,regime,2
tail_asymmetry_q90_q10_atr_norm,regime,2
premium_index,regime,2
dist_range_mid_atr,location,2
premium_index_z,regime,2
loc_range_pos_48,location,2
path_efficiency_24,regime,2
premium_index_mom_8h,regime,1
mark_perp_dislocation,regime,1
loc_prior_bar_pos_48,location,1
basis_pct_z,regime,1
