feature_name,group,regime_family,interaction_group
loc_dist_ema20_atr_ts_top20,location,,location
loc_dist_ema20_atr_ts_bot20,location,,location
loc_dist_ema20_atr_ts_top30,location,,location
loc_dist_ema20_atr_ts_bot30,location,,location
loc_dist_ema20_atr_ts_top40,location,,location
loc_dist_ema20_atr_ts_bot40,location,,location
loc_dist_ema20_atr_ts_top50,location,,location
loc_dist_ema20_atr_ts_bot50,location,,location
loc_dist_ema20_atr_ts_top60,location,,location
loc_dist_ema20_atr_ts_bot60,location,,location
loc_dist_ema20_atr_ts_top70,location,,location
loc_dist_ema20_atr_ts_bot70,location,,location
loc_dist_ema20_atr_ts_top80,location,,location
loc_dist_ema20_atr_ts_bot80,location,,location
loc_dist_ema20_atr_ts_band20_80,location,,location
loc_dist_ema20_atr_ts_band25_75,location,,location
loc_dist_ema20_atr_ts_band30_70,location,,location
loc_dist_ema20_atr_ts_band40_60,location,,location
loc_dist_ema50_atr_ts_top20,location,,location
loc_dist_ema50_atr_ts_bot20,location,,location
loc_dist_ema50_atr_ts_top30,location,,location
loc_dist_ema50_atr_ts_bot30,location,,location
loc_dist_ema50_atr_ts_top40,location,,location
loc_dist_ema50_atr_ts_bot40,location,,location
loc_dist_ema50_atr_ts_top50,location,,location
loc_dist_ema50_atr_ts_bot50,location,,location
loc_dist_ema50_atr_ts_top60,location,,location
loc_dist_ema50_atr_ts_bot60,location,,location
loc_dist_ema50_atr_ts_top70,location,,location
loc_dist_ema50_atr_ts_bot70,location,,location
loc_dist_ema50_atr_ts_top80,location,,location
loc_dist_ema50_atr_ts_bot80,location,,location
loc_dist_ema50_atr_ts_band20_80,location,,location
loc_dist_ema50_atr_ts_band25_75,location,,location
loc_dist_ema50_atr_ts_band30_70,location,,location
loc_dist_ema50_atr_ts_band40_60,location,,location
loc_dist_ema200_atr_ts_top20,location,,location
loc_dist_ema200_atr_ts_bot20,location,,location
loc_dist_ema200_atr_ts_top30,location,,location
loc_dist_ema200_atr_ts_bot30,location,,location
loc_dist_ema200_atr_ts_top40,location,,location
loc_dist_ema200_atr_ts_bot40,location,,location
loc_dist_ema200_atr_ts_top50,location,,location
loc_dist_ema200_atr_ts_bot50,location,,location
loc_dist_ema200_atr_ts_top60,location,,location
loc_dist_ema200_atr_ts_bot60,location,,location
loc_dist_ema200_atr_ts_top70,location,,location
loc_dist_ema200_atr_ts_bot70,location,,location
loc_dist_ema200_atr_ts_top80,location,,location
loc_dist_ema200_atr_ts_bot80,location,,location
loc_dist_ema200_atr_ts_band20_80,location,,location
loc_dist_ema200_atr_ts_band25_75,location,,location
