stage_order,stage_name,gate_name,metric_name,threshold,input_count,rejected_count,passed_count
1,scorer,below_hurdle,hurdle_excess,> 0,1771,0,1721
1,scorer,low_presence,presence_freq,>= 0.4000,1771,0,1721
1,scorer,low_sign_consistency,sign_consistency,>= 0.7500,1771,0,1721
1,scorer,low_support,min_support_actual,>= 10,1771,50,1721
1,scorer,non_positive_directional_ret,directional_mean_ret,> 0,1771,0,1721
2,pruner,beats_hurdle,hurdle_excess,> 0,1721,0,63
2,pruner,is_too_broad,mean_support_pct,<= 0.2000,1721,231,63
2,pruner,is_too_narrow,mean_support_pct,>= 0.0500,1721,814,63
2,pruner,low_discovery_count,discovery_count,>= 2,1721,1461,63
2,pruner,low_sign_consistency,sign_consistency,>= 0.7500,1721,0,63
3,mask_assessor,insufficient_baseline_oof_coverage,baseline_oof_coverage,>= 0.2500,63,0,5
3,mask_assessor,insufficient_subset_oof_coverage,subset_oof_coverage,>= 0.2500,63,0,5
3,mask_assessor,low_lift,learn_eff_ratio,>= 1.1000,63,11,5
3,mask_assessor,low_sign_consistency,sign_consistency,>= 0.7500,63,0,5
3,mask_assessor,low_trades_per_day,avg_trades_per_day,>= 0.1000,63,0,5
3,mask_assessor,missing_learnability,learn_eff_ratio,must be finite,63,4,5
3,mask_assessor,not_assessed_min_mask_support,mask_support_count,>= 20 rows,63,0,5
4,context_selector,reject_arity,display_arity,>= 2,5,0,5
4,context_selector,reject_presence,presence_freq,>= 0.5000,5,0,5
4,context_selector,reject_ret,directional_mean_ret,> 0.0000,5,0,5
4,context_selector,reject_sign,sign_consistency,>= 0.8000,5,0,5
4,context_selector,reject_structural,is_structurally_sound,must be True,5,0,5
4,context_selector,reject_support,mean_support_pct,>= 0.0100,5,0,5
