decision_ts,signal_bar_ts,symbol,side,strategy_id,feature,live_value,training_value,abs_diff,match,feature_source_class
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,accel_5h,0.8791302442550659,0.8791302442550659,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,adx_14_slope,-0.4359605312347412,-0.4359605312347412,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,atr_pct_change,-0.811639666557312,-0.811639666557312,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,atr_percentile,0.8112333416938782,0.8112333416938782,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,bars_in_high_vol_state_log_norm,-0.295401394367218,-0.295401394367218,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,carry_adj_ret_5h,-0.7349908947944641,-0.7349908947944641,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,carry_adj_short_ret_self_z_10h,0.40332064032554626,0.40332064032554626,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,climax_decay,0.7219976782798767,0.7219976782798767,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,climax_range_24,-0.7040048837661743,-0.7040048837661743,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,climax_vol_12,-0.3702418804168701,-0.3702418804168701,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,dip_volume_profile,1.1113922595977783,1.1113922595977783,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,dir_path_risk_skew_2h,-0.5255649089813232,-0.5255649089813232,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,dist_from_low_48h,0.004381820559501648,0.004381820559501648,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,dist_ma100_atr,-2.053748846054077,-2.053748846054077,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,dist_prior_day_high,0.011356214992702007,0.011356214992702007,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,dist_prior_day_low,0.03419917821884155,0.03419917821884155,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,dist_range_mid_atr,0.0013602117542177439,0.0013602117542177439,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,dist_rolling_7d_high,0.4227902293205261,0.4227902293205261,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,draw_sym_10h,47.64035415649414,47.64035415649414,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,excess_12h,0.058587104082107544,0.058587104082107544,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,excess_6h,0.5038391351699829,0.5038391351699829,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,excess_6h_ts_resid,-0.1519061028957367,-0.1519061028957367,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,ffd_rv_12_04,0.004151496104896069,0.004151496104896069,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,ffd_rv_24_06,0.0033623469062149525,0.0033623469062149525,0.0,True,training_feature_store
2026-06-05 10:01:52.915929+00:00,2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,funding_per_hour,3.6550000004353933e-06,3.6550000004353933e-06,0.0,True,training_feature_store
