group,strategy_id,rank_col,selection_type,band_lo,band_hi,row_count,rank_min,rank_max,net_hit_rate,gross_hit_rate,mean_net_return,median_net_return,p10_net_return,p90_net_return,mean_gross_return,median_gross_return,mean_entry_adverse_bps
global,__global__,normalized_rank_score,cumulative_at_or_above,0.55,1.0,48913,0.8,1.0,0.597652975691534,0.6023960910187476,0.03337201159102064,0.01618648363666939,-0.008597054543642683,0.09551250392839411,0.03540741910363184,0.018204688714766992,
global,__global__,normalized_rank_score,cumulative_at_or_above,0.6,1.0,48913,0.8,1.0,0.597652975691534,0.6023960910187476,0.03337201159102064,0.01618648363666939,-0.008597054543642683,0.09551250392839411,0.03540741910363184,0.018204688714766992,
global,__global__,normalized_rank_score,cumulative_at_or_above,0.65,1.0,48913,0.8,1.0,0.597652975691534,0.6023960910187476,0.03337201159102064,0.01618648363666939,-0.008597054543642683,0.09551250392839411,0.03540741910363184,0.018204688714766992,
global,__global__,normalized_rank_score,cumulative_at_or_above,0.7,1.0,48913,0.8,1.0,0.597652975691534,0.6023960910187476,0.03337201159102064,0.01618648363666939,-0.008597054543642683,0.09551250392839411,0.03540741910363184,0.018204688714766992,
global,__global__,normalized_rank_score,cumulative_at_or_above,0.75,1.0,48913,0.8,1.0,0.597652975691534,0.6023960910187476,0.03337201159102064,0.01618648363666939,-0.008597054543642683,0.09551250392839411,0.03540741910363184,0.018204688714766992,
global,__global__,normalized_rank_score,local_band,0.8,0.8500000000000001,12229,0.8,0.85,0.5751901218415243,0.5805871289557609,0.02883692619085759,0.012295931296880435,-0.008715036702750567,0.08624566821020001,0.030867794104625087,0.014310241501958317,
global,__global__,normalized_rank_score,cumulative_at_or_above,0.8,1.0,48913,0.8,1.0,0.597652975691534,0.6023960910187476,0.03337201159102064,0.01618648363666939,-0.008597054543642683,0.09551250392839411,0.03540741910363184,0.018204688714766992,
global,__global__,normalized_rank_score,local_band,0.85,0.9,12228,0.85,0.8999959110238797,0.5938828917239123,0.5989532221131828,0.03181975421713556,0.014886199227519948,-0.00848634280824999,0.09450476770930892,0.03385360792146484,0.016903102752592353,
global,__global__,normalized_rank_score,cumulative_at_or_above,0.85,1.0,36685,0.85,1.0,0.6051247103720867,0.6096497205942484,0.034882703450827446,0.01705560378790832,-0.00858053710946005,0.09976128400826667,0.0369196231587758,0.019074678489980026,
global,__global__,normalized_rank_score,local_band,0.9,0.9500000000000001,12229,0.9,0.95,0.6121514432905388,0.6170578133943904,0.03541473573943017,0.01787732372218367,-0.008429435205158053,0.10517665871594215,0.037452188011022125,0.019897221947542173,
global,__global__,normalized_rank_score,cumulative_at_or_above,0.9,1.0,24457,0.9,1.0,0.6107453898679315,0.6149977511550885,0.036414115448602485,0.01944252519606524,-0.008604319026856275,0.10352643206342124,0.03845256809567887,0.021463989724904858,
global,__global__,normalized_rank_score,local_band,0.95,1.0,12229,0.95,1.0,0.6092893940632922,0.6128873988061166,0.0374099020533058,0.020050123726423803,-0.008756932886596219,0.1008156385762533,0.039449351479203844,0.022072196204274714,
global,__global__,normalized_rank_score,cumulative_at_or_above,0.95,1.0,12229,0.95,1.0,0.6092893940632922,0.6128873988061166,0.0374099020533058,0.020050123726423803,-0.008756932886596219,0.1008156385762533,0.039449351479203844,0.022072196204274714,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.0,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.05,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.1,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.15,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.2,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.25,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.3,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.35,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.4,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.45,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.5,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.55,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.6,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.65,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.7,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.75,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,local_band,0.8,0.8500000000000001,2158,0.8000490677134445,0.85,0.6014828544949027,0.6121408711770158,0.02755218554812445,0.012502551745206415,-0.00764040451097172,0.08003996612173195,0.029581767417108776,0.01451706883384473,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.8,1.0,7422,0.8000490677134445,0.9935598626104023,0.6409323632444085,0.6534626785233091,0.03249078190831161,0.01705560422526122,-0.007406987876981717,0.08958241625604738,0.03452530730356095,0.019074678926921454,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,local_band,0.85,0.9,2243,0.85,0.8999795551193981,0.6366473473027195,0.6460098082924655,0.0315241913007058,0.016821710476825034,-0.0074033311531153875,0.08639365758904441,0.03355774914224524,0.01884055170946948,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.85,1.0,5265,0.85,0.9935598626104023,0.656980056980057,0.6702754036087369,0.03450759932395924,0.02006775028473485,-0.007341666697751646,0.0955125042207335,0.03654414354987934,0.0220898394894197,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,local_band,0.9,0.9500000000000001,1895,0.9000081779522408,0.9499959110238796,0.6781002638522428,0.6886543535620053,0.035723145688602416,0.021291876481394245,-0.007281942822153145,0.08869193082885929,0.03776090667003514,0.02331519175862785,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.9,1.0,3022,0.9000081779522408,0.9935598626104023,0.672071475843812,0.6882859033752482,0.03672195544446138,0.021819088203659905,-0.007295983448656587,0.10390798778818548,0.03876071623562497,0.02384293067378674,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,local_band,0.95,1.0,1127,0.9500040889761204,0.9935598626104023,0.6619343389529725,0.6876663708961845,0.038401409293044086,0.024011299023546866,-0.007357041082782823,0.12267242692282472,0.04044185121946945,0.026037335789345046,
strategy,long_asset_vol_level_pct_0_20587213_compression_score_-0_99787366,normalized_rank_score,cumulative_at_or_above,0.95,1.0,1127,0.9500040889761204,0.9935598626104023,0.6619343389529725,0.6876663708961845,0.038401409293044086,0.024011299023546866,-0.007357041082782823,0.12267242692282472,0.04044185121946945,0.026037335789345046,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.0,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.05,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.1,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.15,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.2,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.25,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.3,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.35,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.4,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.45,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.5,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.55,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
strategy,long_bars_in_high_vol_state_log_norm_-0_38407263_pullback_depth_1_8353814_pullback_depth_-0_90359813_asset_funding_rate_abs_mean_7d_0_000011711979_variance_ratio_10_48_-0_27143899,normalized_rank_score,cumulative_at_or_above,0.6,1.0,6688,0.8000163559044815,0.9911800785083416,0.5992822966507177,0.6018241626794258,0.034578541302025416,0.020150847351916964,-0.00906168458506943,0.10517666615852356,0.036615156560821746,0.02217302073322608,
