feature_name,group,usage_count
zscore_price_50,location,2
ema_slope_norm,regime,2
rolling_range_20,regime,2
loc_ema_stack_pos_48,location,2
loc_initial_balance_pos_24,location,2
variance_ratio_10_48,regime,2
up_down_semivol_ratio_tanh,location,2
loc_pivot_ladder_pos_48,location,2
loc_prev_day_range_pos_48,location,2
loc_prev_week_range_pos_24,location,2
true_range_percentile,regime,2
loc_prior_bar_pos_48,location,2
trend_acceleration,regime,2
loc_pullback_depth_48,location,2
accel_5h,regime,2
loc_swing_range_pos_24,location,2
loc_swing_range_pos_48,location,2
loc_vwap_dev_z_24,location,2
loc_vwap_dev_z_48,location,2
slope,regime,2
pct_breakout_t,regime,2
prior_range,regime,2
rvol_z,regime,2
rv_8h,regime,2
range_24h_pct,regime,2
range_expansion_ratio,regime,2
realized_volatility_24h,regime,2
regime_stability_24h,regime,2
rv_4h,regime,2
ret24h,regime,2
rv_24h,regime,2
impulse_ratio_24,regime,2
vol_regime_z,regime,2
vol_z,regime,2
bars_in_high_vol_state_log_norm,location,2
dist_ema200_atr,location,2
direction_entropy_20,regime,2
compression_score,regime,2
choppiness_index_20,regime,2
vov_fast_slow_ratio,regime,2
vov_mad_20,regime,2
autocorr_6h,regime,2
volume_trend_48,regime,2
autocorr_24h,regime,2
atr_slope,regime,2
vov_ratio,regime,2
zscore_price_200,location,2
atr_compression_ratio,regime,2
amihud_illiq,regime,2
ema20_slope_5h,regime,2
dist_ema20_atr,location,2
ret8h,regime,2
volume_percentile,regime,2
dist_local_swing,location,2
volume_entropy_24,regime,2
dist_prior_day_high,location,2
volume_entropy_12,regime,2
dist_range_mid_atr,location,2
vol_z_4h,regime,2
dist_rolling_7d_high,location,2
volume_autocorr_48,regime,2
dist_weekly_vwap,location,2
dlog_vol_5h,regime,2
rv_2h,regime,1
rsi_slope,regime,1
spectral_entropy_ret_24,regime,1
volatility_ratio_short_long,regime,1
tail_asymmetry_q90_q10_atr_norm,location,1
volume_zscore_48h,regime,1
up_down_return_mass_ratio_tanh,location,1
accel,regime,1
return_autocorr_48,regime,1
ret4h,regime,1
atr_pct_change,regime,1
atr_percentile,regime,1
bollinger_band_width,regime,1
breakout_t,regime,1
compression_ratio,regime,1
dist_ema50_atr,location,1
dist_ema_fast,regime,1
dist_ma100_atr,location,1
dist_prior_day_low,location,1
dist_vwap_atr,location,1
distance_to_ema,location,1
efficiency_ratio_20,regime,1
ema50_slope,regime,1
loc_bb_channel_pos_48,location,1
loc_initial_balance_pos_48,location,1
loc_pivot_ladder_pos_24,location,1
loc_prev_day_range_pos_24,location,1
loc_prior_bar_pos_24,location,1
loc_pullback_depth_24,location,1
loc_range_pos_48,location,1
loc_session_pos_24,location,1
momentum_accel,regime,1
prior_volatility,regime,1
pullback_depth,location,1
ret16h,regime,1
ret1h_z,regime,1
ret2h,regime,1
loc_session_pos_48,location,1
